Manual order,Kosambi,Mādhavānanda,Gopinath1896-img,Gopinath1914-img,Gopinath-num,SB spardha num,SB spardha text (some hyphens and spaces added),GRETIL,Ryder,Tawney n,Tawney
317,,"				यावत्स्वस्थमिदं शरीरमरुजं यावज्जरा दूरतो
					यावच्चेन्द्रियशक्तिरप्रतिहता यावत्क्षयो नायुष: ।
				आत्मश्रेयसि तावदेव विदुषा कार्य: प्रयत्नो महान्
					संदीप्ते भवने तु कूपखननं प्रत्युद्यम: कीदृश: ।।७५।।
			75. As long as this body is free from disease and decrepitude, as long as senility is far off, as long as the powers of the senses are unaffected and life is not decaying, so long, wise persons should put forth mighty exertions for the sake of their supreme good, for when the house is on fire what avails setting about digging a well (for water)?",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-371.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-365.jpg,302,,,"
                yāvat svastham idaṃ śarīram arujaṃ yāvac ca dūre jarā
                yāvac cendriya-śaktir apratihatā yāvat kṣayo nāyuṣaḥ |
                ātma-śreyasi tāvad eva viduṣā kāryaḥ prayatno mahān
                sandīpte bhavane tu kūpa-khananaṃ pratyudyamaḥ kīdṛśaḥ || BharSt_3.75 ||
            ","
                IN THE DAYS OF THY YOUTH

                While life is vigorous and bright,
                  While sickness comes not, nor decay,
                While all your powers are at their height,
                  While yet old age is far away,
                Then, wise man, let your thoughts be turning
                  To heaven's hopes and fears of hell;
                For when the house is fired and burning,
                  It is too late to dig a well.              
            ",,
318,,"				नाभ्यस्ता प्रतिवादिवृन्ददमनी विद्या विनीतोचिता
					खड्गाग्रै: करिकुम्भपीठदलनैर्नाकं न नीतं यश: ।
				कान्ताकोमलपल्लवाधररस: पीतो न चन्द्रोदये
					तारुण्यं गतमेव निष्फलमहो शून्यालये दीपवत् ।।४६।।
			46. नाभ्यस्ता etc.—The proper scholarship for a cultured man, such as enables one to defeat hosts of disputants, has not been acquired. खड्गाग्रै: etc.—By the point of the sword strong to knock down the capacious temples of elephants, fame has not been carried to heaven. तारुण्यं etc.—Useless has youth passed away like a lamp in a deserted house.
",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-372.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-366.jpg,303,,,"
                nābhyastā prativādi-vṛnda-damanī vidyā vinītocitā
                khaḍgāgraiḥ kari-kumbha-pīṭha-dalanair nākaṃ na nītaṃ yaśaḥ |
                kāntākomala-pallavādhara-rasaḥ pīto na candrodaye
                tāruṇyaṃ gatam eva niṣphalam aho śūnyālaye dīpavat || BharSt_3.46 ||
            ","
                A WASTED LIFE-II

                I never learned to vanquish other men
                  In conference, with the just and fitting word;
                I never made high heaven ring again,
                  Praising the elephant-hunter's sturdy sword;
                I never tasted honey from the kind,
                  Soft lips of maids when moonlight scatters gloom:
                My youth is gone and left no good behind,
                  A candle burning in an empty room.
            ",,
319,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-373.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-367.jpg,304,,,"
                jñānaṃ satāṃ māna-madādi-nāśaṃ
                keṣāñcid etan mada-māna-kāraṇam |
                sthānaṃ viviktaṃ yamināṃ vimuktaye
                kāmāturāṇām api kāma-kāraṇam ||
            ","
                CAUSE AND EFFECT

                As knowledge in the just
                Increases self-distrust;
                In others, pride and lust—
              
                Just so, the saint will find
                When lonely, peace of mind;
                Not so the lovesick kind.              
            ",,
320,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-374.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-368.jpg,305,,,"
                kvacid vīṇāvādyaṃ kvacidapi ca hāheti ruditam |
                kvacid vidvadgoṣṭhī kvacidapi surāmattakalahaḥ |
                kvacid rāmā ramyā kvacidapi jarājarjaratanuḥ |
                na jāne saṃsāraḥ kimamṛtamayaḥ kiṃ viṣamayaḥ ||
            ","
                LIFE

                Here is the sound of lutes, and there are screams and wailing;
                Here winsome girls, there bodies old and failing;
                Here scholars' talk, there drunkards' mad commotion—
                Is life a nectared or a poisoned potion?              
            ",,
321,,"				जीर्णा एव मनोरथाश्च हृदये यातं च तद्यौवनं
					हन्ताङ्गेषु गुणाश्च वन्ध्यफलतां याता गुणज्ञैविर्ना ।
				किं युक्तं सहसाभ्युपैति बलवान्काल: कृतान्तोऽक्षमी
					हा ज्ञातं मदनान्तकाङ्घ्रियुगलं मुक्त्वास्ति नान्या गति: ।।८३।।
			83. Desires have worn off in our heart. Alas! Youth has also passed away from the body. The virtues have proved barren for want of appreciative admirers. The powerful, all-destroying, unrelenting Death is fast hastening in! What is to be done? Ah me! I see there is no other refuge left except the feet of the Destroyer of Cupid.
			[मदनान्तक—Śiva is so called in allusion to His having turned the god Cupid to ashes on the eve of His marriage with Gaurī.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-375.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-369.jpg,306,,,"
                jīrṇā eva manorathāś ca hṛdaye yātaṃ ca tad yauvanaṃ
                hantāṅgeṣu guṇāś bandhya-phalatāṃ yātā guṇajñair vinā |
                kiṃ yuktaṃ sahasābhyupaiti balavān kālaḥ kṛtānto 'kṣamī
                hā jñātaṃ madanāntakāṅghri-yugalaṃ muktvāsti nānyo gatiḥ || BharSt_3.83 ||
            ",,,
322,,"                                तृषा शुष्यत्यास्ये पिबति सलिलं शीतमधुरं
                                        षुधार्त: शाल्यन्नं कवलयति मांसादिकलितम् ।
                                प्रदीप्ते कामाग्नौ सुदृढतरमालिङ्गति वधूं
                                        प्रतीकारं व्याधे: सुखमिति विपर्यस्यति जन: ।।१९।।
                        19. When the mouth is parched with thirst, man takes some cold refreshing (or sweetened) drink; when suffering from hunger he swallows boiled rice made delicious with meat and the like; when set on fire by lust, he fast embraces his wife; so happiness is but remedying these diseases (of hunger, thirst and lust); and behold, how man (i.e., his sense) is upset in its quest!
                        [प्रतीकारं व्याधे: सुखमिति—The main point to be understood is that worldly happiness is but the temporary remedy we constantly seek for all the diseases with which worldly life is beset. When this relative and fugitive nature of happiness becomes apparent to us, we naturally give up running after it, to seek permanent peace in renunciation.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-376.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-370.jpg,307,,,"
                tṛṣā śuṣyaty āsye pibati salilaṃ śīta-madhuraṃ
                kṣudhārtaḥ śālyannaṃ kavalayati māṃsādi-kalitam |
                pradīpte kāmāgnau sudṛḍhataram āliṅgati vadhūṃ
                pratīkāraṃ vyādhaḥ sukham iti viparyasyati janaḥ || BharSt_3.19 ||
            ","
                EPHEMERAL POTIONS

                If mouths are dry with thirst,
                Men think of water first;
                If hungry, bolt their rice
                With many a toothsome spice;
                If love flames bright and brighter,
                They clasp the women tighter:
                They have the strangest notions;
                They think ephemeral potions
                Will heal the soul's commotions.
            ",,
323,,"				तुङ्गं वेश्म सुता: सतामभिमता: संख्यातिगा: संपद:
					कल्याणी दयिता वयश्च नवमित्यज्ञानमूढो जन: ।
				मत्वा विश्वमनश्वरं निविशते संसारकारागृहे
					संदृश्य क्षणभङ्गुरं तदखिलं धन्यस्तु संन्यस्यति ।।२०।।
			20. Possessed of tall mansions, of sons esteemed by the learned, of untold wealth, of a beloved wife of beneficence, and of youthful age, and thinking this world to be permanent, men deluded by ignorance run into this prison-house of worldliness; whereas blessed indeed is he who, considering the impermanence of the same world, renounces it.",,,,,,"
                tuṅgaṃ veśma sutāḥ satām abhimatāḥ saṅkhyātigāḥ sampadaḥ
                kalyāṇī dayitā vayaś ca navam ity ajñāna-mūḍho janaḥ |
                matvā viśvam anaśvaraṃ niviśate saṃsāra-kārā-gṛhe
                saṃdṛśya kṣaṇa-bhaṅguraṃ tad akhilaṃ dhanyas tu sannyasyati || BharSt_3.20 ||
            ",,,
324,,"                                अभिमतमहामानग्रन्थिप्रभेदपटीयसी
                                        गुरुतर­गुणग्रामाम्भोज­स्फुटोज्ज्वलचन्द्रिका ।
                                विपुल­विलसल्लज्जावल्ली­वितानकुठारिका
                                        जठरपिठरी दुष्पूरेयं करोति विडम्बनम् ।।२२।।
                        22. The pit of our stomach so hard to fill is the root indeed of no small undoing: it is ingenious in severing the vital knots, as it were, of our fond self-respect; it is like the bright moonlight shining on the lotus (that species which blooms only in the sun) of highly estimable virtues; it is the hatchet that hews down the luxuriant creepers of our great modesty.",,,,,,"
                abhimata-mahāmāna-granthi-prabheda-paṭīyasī
                gurutara-guṇa-grāmābhoja-sphuṭojjvala-candrikā |
                vipula-vilal-lajjā-vallī-vitāna-kuṭhārikā
                jaṭhara-piṭharī duspureyaṃ karoti viḍambanam || BharSt_3.22 ||
            ",,,
325,,"				स्नात्वा गाङ्गै: पयोभि: शुचिकुसुमफलैरर्चयित्वा विभो त्वां
					ध्येये ध्यानं निवेश्य क्षितिधरकुहरग्रावपर्यङ्कमूले ।
				आत्माराम: फलाशी गुरुवचनरतस्त्वत्प्रसादात्स्मरारे
				   दु:खं मोक्ष्ये कदाहं समकरचरणे पुंसि सेवासमुत्थम् ।।८८।।
			88. Having bathed in the waters of the Gaṅgā and worshipped Thee, O Lord, with unblemished fruits and flowers and having concentrated my mind, by my stony bed within the mountain cave, on the object of my meditation—blissful in the Self alone, living on fruits, and devoted to the guru’s words—when shall I, O Thou Enemy of Cupid, through Thy grace become released from the grief which has arisen from my serving the man of prosperity?
			[समकरचरणे—‘With the sign of a shark in the feet’, said to be a sign of uncommon prosperity according to the science of divination by bodily signs.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-377.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-371.jpg,308,,,"
                snātvā gāṅgaiḥ payobhiḥ śuci-kusuma-phalair arcayitvā vibho tvā
                dhyeye dhyānaṃ niveśya kṣiti-dhara-kuhara-grāva-paryaṅka-mūle |
                ātmārāmaḥ phalāśī guru-vacana-ratas tvat-prasādāt smarāre
                duḥkhaṃ mokṣye kadāhaṃ sama-kara-caraṇe puṃsi sevāsamuttham || BharSt_3.88 ||
            ",,,
326,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-378.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-372.jpg,309,,,"
                śayyā śaila-śilā-gṛhaṃ giri-guhā vastraṃ taruṇāṃ tvacaḥ
                sāraṅgāḥ suhṛdo nanu kṣiti-ruhāṃ vṛttiḥ phalaiḥ komalaiḥ |
                yesāṃ nirjharam ambu-pānam ucitaṃ ratyai tu vidyāṅganā
                manye te parameśvarāḥ śirasi yari baddho na sevāñjaliḥ || BharSt_3.100*1 ||
            ",,,
327,,,,,,,,"
                dhairyaṃ yasya pitā kṣamā ca jananī śāntiś ciraṃ gehinī
                satyaṃ mitram idaṃ dayā ca bhaginī bhrātā manaḥ-saṃyamaḥ |
                śayyā bhūmi-talaṃ diśo 'pi vasanaṃ jñānāmṛtaṃ bhojanaṃ
                hy ete yasya kuṭumbino vada sakhe kasmād bhayaṃ yoginaḥ || BharSt_3.100*2 ||
            ",,,
328,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-379.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-373.jpg,310,,,"
                satyām eva trilokī-sariti hara-śiraś cumbinīvac chaṭāyāṃ
                sad-vṛttiṃ kalpayantyāṃ baṭa-viṭapa-bhavair valkalaiḥ sat-phalaiś ca |
                ko 'yaṃ vidvān vipatti-jvara-janita-rujātīva-duḥkhāsikānāṃ
                vaktraṃ vīkṣeta duḥsthe yadi hi na vibhṛyāt sve kuṭumbe 'nukampām || BharSt_3.61*1 ||
            ",,,
329,,"				परिभ्रमसि किं मुधा क्वचन चित्त विश्राम्यतां
					स्वयं भवति यद्यथा भवति तत्तथा नान्यथा ।
				अतीतमननुस्मरन्नपि च भाव्यसंकल्पय-
					न्नतकिर्तसमागमाननुभवामि भोगानहम् ।।६२।।
			62. Why dost thou, my mind, wander about in vain? Rest (thyself) somewhere. Whatever happens in a particular way, happens so by itself, and not otherwise. So not thinking over the past, nor resolving about the future, I realize enjoyments that come without engaging my thoughts.",,,,,,"
                paribhramasi kiṃ mudhā kvacana citta viśrāmyatāṃ
                svayaṃ bhavati yad yathā bhavati tat tathā nānyathā |
                atītam ananusmarann api ca bhāvya-saṅkalpayannatarkita-
                samāgamānubhavāmi bhoganāham || BharSt_3.62 ||
            ",,,
330,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-380.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-374.jpg,311,,,"
                udyāneṣu vicitra-bhojana-vidhis tīvrātitīvraṃ tapaḥ
                kaupīnāvaraṇaṃ suvastram amitaṃ bhikṣāṭanaṃ maṇḍanam |
                āsannaṃ maraṇaṃ ca maṅgala-samaṃ yasyāṃ samutpadyate
                tāṃ kāśīṃ parihṛtya hanta vibudhair anyatra kiṃ sthīyate || BharSt_3.- ||
            ",,,
331,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-381.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-375.jpg,312,,,"
                nāyaṃ te samayo rahasyam adhunā nidrāti nātho yadi
                sthitvā drakṣyati kupyati prabhur iti dvāreṣu yeṣāṃ vacaḥ |
                cetas tān apahāya yāhi bhavanaṃ devasya viśveśitur
                nirdauvārika-nirdayokty-aparuṣaṃ niḥsoma-śarma-pradam || BharSt_3.71*1 ||
            ","
                TWO KINGS

                Flee from the palace where they say:
                The king is sleeping; go away-
                He has no time for you today-
                Or-he will see you if you stay-
                He will be angry anyway.
              
                Flee to another, greater king,
                My soul, who rules each mortal thing,
                Whose palace knows no bolt, no ring,
                No porter's harsh, sarcastic fling,
                No pain, no human suffering.
            ",,
332,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-382.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-376.jpg,313,,,"
                priyasakhi vipaddaṇḍaprāntaprapātaparaṃparā-
                paricayacale cintācakre nidhāya vidhiḥ khalaḥ|
                mṛdamiva balātpiṇḍīkṛtya pragalbhakulālavad-
                bhramayati mano no jānīmaḥ kimatra vidhāsyati||
            ",,,
333,,"				महेश्वरे वा जगतामधीश्वरे
					जनार्दने वा जगदन्तरात्मनि ।
				न वस्तुभेदप्रतिपत्तिरस्ति मे
					तथापि भक्तिस्तरुणेन्दुशेखरे ।।८४।।
			84. I make no difference in substance between Śiva, the Lord of the universe and Viṣṇu, the inmost Self of the universe. But still my devotion is (attached) to the One in whose crest there is the crescent moon.
			[This śloka has been brought forward by the poet as a doubt may arise in the mind from the preceding śloka where the poet says that Śiva is the only Lord to take refuge in. Here the poet says that really there is no difference between Śiva and Viṣṇu, but he is by nature attached to Śiva. This is what is called Iṣtaniṣṭā, or the devotion to one’s own ideal.
			The word जनार्दन has been variously derived, the verb अर्द meaning both ‘destroying’ and ‘protecting’. If the former meaning be taken, then the word would mean ‘slayer of the Janas’ (demons living in the sea.]
			जगदन्तरात्मनि—This word has been variously interpreted: (1) ‘the inmost Self of the universe’, (2) ‘One who is the knower of all inner things in the universe’, (3) ‘One who is the Self of all in the universe’, or it may mean, (4) ‘in whose Self is the whole universe’.]	",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-383.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-377.jpg,314,,,"
                maheśvare vā jagatām adhīśvare
                janārdane vā jagad-antarātmani |
                na vastu-bheda-pratipattir asti me
                tathāpi bhaktis taruṇendu-śekhare || BharSt_3.84 ||
            ",,,
334,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-384.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-378.jpg,315,,,"
                kiṃ kandarpa karaṃ kadarthayasi re kodaṇḍa-ṭaṅkāritaṃ
                re re kokila komalaṃ kala-ravaṃ kiṃ vā vṛthā jalpasi |
                mugdhe snigdha-vidagdha-cāru-madhurair lolaiḥ kaṭākṣair alaṃ
                cetaś cumbita-candra-cūḍa-caraṇa-dhyānāmṛtaṃ vartate || BharSt_2.64 ||
            ",,,
335,,"				कौपीनं शतखण्डजर्जरतरं कन्था पुनस्तादृशी
					नैश्चिन्त्यं निरपेक्षभैक्षमशनं निद्रा श्मशाने वने ।
				स्वातन्त्र्येण निरङ्कुशं विहरणं स्वान्तं प्रशान्तं सदा
					स्थैर्यं योगमहोत्सवेऽपि च यदि त्रैलोक्यराज्येन किम् ।।९१।।
            91. If there is a kaupīna (even) worn out and shredded a hundred times and a wrapper also of the same condition, if one is free from all disquieting thought, if food there is, obtained unconditionally from begging, and sleep on a cremation ground or in the forest, if one wanders alone without any let or hindrance, if the mind is always calm, and if one is steadfast in the festive joy of yoga, what is then worth the rulership of the three worlds?",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-385.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-379.jpg,316,,,"
                kaupīnaṃ śata-khaṇḍa-jarjarataraṃ kanthā punas tādṛśī
                naiścintyaṃ nirapekṣa-bhaikṣyam aśanaṃ nidrā śmaśāne vane |
                svātantryeṇa niraṅkuśaṃ viharaṇaṃ svāntaṃ praśāntaṃ sadā
                sthairyaṃ yoga-mahotsave 'pi ca yadi trailokya-rājyena kim || BharSt_3.91 ||
            ",,,
336,,"				भोगा भङ्गुरवृत्तयो बहुविधास्तैरेव चायं भव-
					स्तत्कस्येह कृते परिभ्रमत रे लोका: कृतं चेष्टितै: ।
				आशापाशशतोपशान्तिविशदं चेत: समाधीयतां
					कामोत्पत्तिवशात् स्वधामनि यदि श्रद्धेयमस्मद्वच: ।।३९।।
			39. Manifold and transitory in nature are the enjoy­ments and of such is this world made up. So what for would you wander about here, O men? Cease exerting yourselves (for them); and if you put faith in our word, on its Supreme Foundation (lit. abode) concentrate your mind, purified by quelling hope with its hundred meshes, and freed from its liability to create desire.
			[कामोत्पत्तिवशात् —(We accept this reading as found in the edition we translate from, but we do not follow the meaning given of it by the commentator Budhendra. He makes the expression qualify the verb ‘concentrate’, explaining काम as अनुराग, or love. His meaning thus becomes: swayed by the development of love or bhakti)—Literally, (turned) away from the sway (वश) of the rise of desires.
				Enjoyments are transitory individually and in­exhaustible collectively, so we are in a never-ending wild-goose chase which brings in turns stimulation and grief. Desire produces this terrible entanglement, and hope keeps it on. Therefore don’t exert yourself for these enjoyments, but, freeing your mind from hope and desire, set it high on its supreme goal. This is the argument.
			Another reading seems to be कामोच्छित्तिवश which means— ‘attainable by uprooting desires.’]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-386.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-380.jpg,317,,,"
                bhogā bhaṅgura-vṛttayo bahuvidhās tair eva cāyaṃ bhavastat
                kasyeha kṛte paribhramata re lokāḥ kṛtaṃ ceṣṭataiḥ |
                āśā-pāśa-śatāpaśānti-viśadaṃ cetaḥ-samādhīyatāṃ
                kāmotpatti-vaśāt svadhāmani yadi śraddeyam asmad-vacaḥ || BharSt_3.39 ||
            ",,,
337,196,"        धन्यानां गिरिकन्दरेषु वसतां ज्योति: परं ध्यायता-
                मानन्दाश्रुकणान्पिबन्ति शकुना नि:शङ्कमङ्केशया: ।
        अस्माकं तु मनोरथोपरचितप्रासादवापीतट-
                क्रीडाकाननकेलिकौतुकजुषामायु: परं क्षीयते ।।१४।।

14. Blessed are those who live in mountain caves meditating on Brahman, the Supreme Light, while birds devoid of fear perch on their laps and drink the tear-drops of bliss (that they shed in meditation); while our life is fast ebbing away in the excitement of revelry in palatial mansions or on the banks of refreshing pools or in pleasure-gardens, all created (and brooded over) merely by imagination.

[शकुना नि:शङ्कमङ्केशया:—The birds have approached them fearlessly, because they have reached the state of tranquility and harmlessness, realizing the oneness of life.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-387.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-381.jpg,318,,,"
                dhanyānāṃ giri-kandareṣu vasatāṃ jyotiḥ paraṃ dhyāyatāmānandāśru-
                jalaṃ pibanti śakunā niḥśaṅkam aṅkeśayāḥ |
                asmākaṃ tu manorathoparacita-prāsāda-vāpī-taṭakrīḍā-
                kānana-keli-kautuka-juṣām āyuḥ paraṃ kṣīyate || BharSt_3.14 ||
            ",,,
338,,"				आक्रान्तं मरणेन जन्म जरसा चात्युज्ज्वलं यौवनं
					सन्तोषो धनलिप्सया शमसुखं प्रौढाङ्गनाविभ्रमै: ।
				लोकैर्मत्सरिभिर्गुणा वनभुवो व्यालैर्नृपा दुर्जनै-
					रस्थैर्येण विभूतयोऽप्युपहता ग्रस्तं न किं केन वा ।।३२।।
			32. Birth is preyed upon (lit. attacked) by death; brilliant youth by old age; contentment by greed; happiness of self-control by the wiles of gay women; virtues by jealousy of men; forest tracts by beasts of prey; kings by the wicked (in counsel); and powers even are vitiated by their evanescence; what on earth is not seized upon by something else?",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-388.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-382.jpg,319,,,"
                ākrāntaṃ maraṇena janma jarayā cātyujjvalaṃ yauvanaṃ
                santoṣo dhana-lipsayā śama-mukhaṃ prauḍhāṅganā-vibhramaiḥ |
                lokair matsaribhir guṇā vana-bhuvo vyālair nṛpā durjanair
                asthairyeṇa vibhūtayo 'py apahatā grastaṃ na kiṃ kena vā || BharSt_3.32 ||
            ","
                VEXATIONS-II

                The fear of dying vexes birth;
                  Age vexes flashing youth ;
                The carper vexes honest worth;
                  Irresolution, truth.
              
                To vex our peace the women love;
                  Our joy, ambition's sting;
                Rogues vex the court, and snakes the grove;
                  And something, everything.
            ",,
339,,"				आधिव्याधिशतैर्जनस्य विविधैरारोग्यमुन्मूल्यते
					लक्ष्मीर्यत्र पतन्ति तत्र विवृतद्वारा इव व्यापद: ।
				जातं जातमवश्यमाशु विवशं मृत्यु: करोत्यात्मसा-
		त्तत्किं तेन निरङ्कुशेन विधिना यन्निमिर्तं सुस्थिरम् ।।३३।।
			33. Health of men is destroyed (lit. rooted out) by hundreds of varied ailments of body and mind; wherever there is Lakshmī (the goddess of prosperity), there perils find an open access; death sure annexes to itself, rendering impotent very soon, whatever is born again and again. Then what is created as stable by the absolute Creator?",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-389.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-383.jpg,320,,,"
                ādhi-vyādhi-śatair janasya vividhair ārogyam unmūlyate
                lakṣmīr yatra patanti tatra vivṛta-dvārā iva vyāpadaḥ |
                jātaṃ jātam avaśyam āśu vivaśaṃ mṛtyuḥ karoty ātmasāt
                tat kiṃ tena niraṅkuśena vidhinā yan nirmitaṃ susthiram || BharSt_3.33 ||
            ",,,
340,,"				भोगास्तुङ्गतरङ्गभङ्गतरला: प्राणा: क्षणध्वंसिन:
					स्तोकान्येव दिनानि यौवनसुखस्फूतिर्: प्रियासु स्थिता ।
				तत्संसारमसारमेव निखिलं बुद्ध्वा बुधा बोधका
					लोकानुग्रहपेशलेन मनसा यत्न: समाधीयताम् ।।३४।।
			34. Enjoyments are unstable like the breaking of high billows, life is liable to speedy dissolution; the buoyancy of youthful happiness centred in our objects of love lasts for few days. Understanding that the whole world is unsubstantial, ye wise teachers of men with minds intent on benefiting mankind (by living exemplary lives), put forth your energies (for attaining the highest beatitude).
			[लोकानुग्रहपेशलेन मनसा—लोकानाम् of men अनुग्रहे for the benefit­ing (out of kindness) पेशलं attached. The sense is that out of sympathy for suffering mankind, you shall by your exemplary lives and your counsels show men the way to cross the ocean of saṁsāra (world).]",,,,,,"
                bhogās tuṅgataraṅga-bhaṅga-taralāḥ prāṇāḥ kṣaṇa-dhvaṃsinaḥ
                stokāny eva dināni yauvana-sukhaṃ sphūrtiḥ priyāsu sthitā |
                tat-saṃsāram asāram eva nikhilaṃ buddhvā budhā bodhakā
                lokānugraha-peśalena manasā yatnaḥ samādhīyatām || BharSt_3.34 ||
            ",,,
341,,"				कृच्छ्रेणामेध्यमध्ये नियमिततनुभि: स्थीयते गर्भवासे
					कान्ताविश्लेषदु:खव्यतिकरविषमो यौवने चोपभोग: ।
				वामाक्षीणामवज्ञाविहसित­वसतिर्वृद्धभावोऽप्यसाधु:
					संसारे रे मनुष्या वदत यदि सुखं स्वल्पमप्यस्ति किंचित् ।।३७।।
			37. In the womb man lies within impure matter in discomfort with limbs cramped; in youth enjoyment is tainted with the intense suffering of mental distraction arising from separation from our beloved; even old age (is undesirable), being the object of contemptible laughter from women. (Then) oh men, say if there is a particle of happiness in the world.
			[The idea is that none of the stages of life, beginning from the embryo, are worth living, as they are attended with serious drawbacks.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-390.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-384.jpg,321,,,"
                kṛcchreṇāmedhya-madhye niyamita-tanubhiḥ sthīyate garbha-vāse
                kāntā-viśleṣa-duḥkha-vyatikara-viṣamo yauvane copabhogaḥ |
                vāmākṣīṇām avajñā-vihasita-vasatir vṛddha-bhāvo 'nyasādhuḥ
                saṃsāre re manuṣyā vadata yadi sukhaṃ svalpam apy asti kiñcit || BharSt_3.37 ||
            ",,,
